source,title,link,published_at,asset,sentiment_category,category_score,bullish_score,bearish_score,regulatory_score,security_score,confidence,market_impact,bullish_matches,bearish_matches,regulatory_matches,security_matches,classification_reason,source_weight,recency_weight,confidence_weight,weighted_news_score,directional_news_score
cointelegraph,DOJ and Europol take down SocksEscort network tied to crypto fraud,https://cointelegraph.com/news/doj-europol-dismantle-socks-escort-proxy-network?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,2026-03-13 13:59:35+00:00,MARKET,Security,5,0,0,0,5,High,Negative,,,,fraud,Security-related keywords strongly dominate the headline.,1.0,0.85,1.0,4.25,-4.25
cointelegraph,Yield-bearing stablecoins surge as Washington fights over yield,https://cointelegraph.com/news/yield-bearing-stablecoins-surge-washington-fights-over-yield?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,2026-03-13 13:48:55+00:00,MARKET,Bullish,3,3,0,0,0,Medium,Positive,surge,,,,Bullish has the highest score with a clear margin.,1.0,0.85,0.75,1.9125,1.9125
bitcoin_magazine,"Bitcoin Price Reclaims $73,000 as War Shakes Markets, Outperforming Gold and Stocks",https://bitcoinmagazine.com/news/bitcoin-price-73000-as-war-shakes-market,2026-03-13 13:40:41+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.85,0.5,0.0,0.0
cointelegraph,"UK central bank is warming up to stablecoins, but says industry input is lacking",https://cointelegraph.com/news/uk-central-bank-stablecoin-industry-input-lacking?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,2026-03-13 13:30:00+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.85,0.5,0.0,0.0
coindesk,CoinDesk 20 performance update: index jumps 3.7% as all constituents climb higher,https://www.coindesk.com/coindesk-indices/2026/03/13/coindesk-20-performance-update-index-jumps-3-7-as-all-constituents-climb-higher,2026-03-13 13:14:46+00:00,MARKET,Bullish,5,5,0,0,0,High,Positive,"update, jumps, climb",,,,Bullish has the highest score with a clear margin.,1.1,0.85,1.0,4.675,4.675
theblock,Unified lending-trading DeFi protocol Ammalgam launches strategy Vaults,https://www.theblock.co/post/393308/unified-lending-trading-defi-protocol-ammalgam-launches-mainnet-vaults?utm_source=rss&utm_medium=rss,2026-03-13 13:01:02+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.1,0.85,0.5,0.0,0.0
cointelegraph,Prediction markets will scale as far as their resolution infrastructure allows,https://cointelegraph.com/news/prediction-markets-scale-resolution-infrastructure?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,2026-03-13 12:30:00+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.85,0.5,0.0,0.0
theblock,TOKEN2049 Dubai moved to 2027 amid heightened security risks in UAE,https://www.theblock.co/post/393543/token2049-dubai-moved-to-2027-amid-heightened-security-risks-in-uae?utm_source=rss&utm_medium=rss,2026-03-13 12:28:21+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.1,0.85,0.5,0.0,0.0
theblock,"Iran war oil shock more likely to affect Bitcoin miners through BTC price than energy costs, analysts say",https://www.theblock.co/post/393531/iran-war-oil-shock-more-likely-to-affect-bitcoin-miners-through-btc-price-than-energy-costs-analysts-say?utm_source=rss&utm_medium=rss,2026-03-13 12:04:52+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.1,0.85,0.5,0.0,0.0
coindesk,Vitalik Buterin recounts how shiba inu tokens became a $1 billion AI policy war chest,https://www.coindesk.com/markets/2026/03/14/vitalik-buterin-recounts-how-shiba-inu-tokens-became-a-usd1-billion-ai-policy-war-chest,2026-03-13 12:00:58+00:00,MARKET,Regulatory,2,0,0,2,0,Medium,Neutral,,,policy,,Regulatory has the highest score with a clear margin.,1.1,0.85,0.75,1.4025,0.0
coindesk,Bitcoin's building steam and a $3 billion trigger could make it wild,https://www.coindesk.com/daybook-us/2026/03/13/bitcoin-s-building-steam-and-a-usd3-billion-trigger-could-make-it-wild,2026-03-13 11:28:40+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.1,0.85,0.5,0.0,0.0
cointelegraph,Here’s why XRP bulls see an ‘explosive run’ to $2.55 next,https://cointelegraph.com/news/here-s-why-xrp-bulls-see-an-explosive-run-to-2-55?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,2026-03-13 11:19:24+00:00,XRP-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.85,0.5,0.0,0.0
theblock,Vitalik Buterin questions political pivot by AI safety group that cashed out roughly $500M from his SHIB donation,https://www.theblock.co/post/393525/vitalik-buterin-questions-political-pivot-by-ai-safety-group-that-cashed-out-roughly-500m-from-his-shib-donation?utm_source=rss&utm_medium=rss,2026-03-13 11:12:08+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.1,0.85,0.5,0.0,0.0
cryptonews,JPMorgan Flags Sharp Divergence Between Bitcoin and Gold ETF Flows Since Iran War,https://cryptonews.com/news/jpmorgan-bitcoin-gold-etf-divergence-iran-war/,2026-03-13 10:52:54+00:00,BTC-USD,Regulatory,2,0,0,2,0,Medium,Neutral,,,etf,,Regulatory has the highest score with a clear margin.,0.95,0.85,0.75,1.2112,0.0
theblock,US sanctions DPRK IT facilitators over crypto transactions in $800 million scheme,https://www.theblock.co/post/393518/us-sanctions-dprk-facilitators?utm_source=rss&utm_medium=rss,2026-03-13 09:07:23+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.1,0.85,0.5,0.0,0.0
cryptonews,BlackRock Launches iShares Staked Ethereum Trust  With 82% Rewards,https://cryptonews.com/news/blackrock-launches-ishares-staked-ethereum-trust-ethb/,2026-03-13 09:05:41+00:00,ETH-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.85,0.5,0.0,0.0
theblock,Singapore-based MetaComp raises $35 million in funding backed by Alibaba,https://www.theblock.co/post/393509/metacomp-raises-35-million-alibaba?utm_source=rss&utm_medium=rss,2026-03-13 08:40:17+00:00,MARKET,Bullish,2,2,0,0,0,Medium,Positive,funding,,,,Bullish has the highest score with a clear margin.,1.1,0.85,0.75,1.4025,1.4025
theblock,"HSBC, Standard Chartered to be first recipients of Hong Kong stablecoin licenses: reports",https://www.theblock.co/post/393502/hsbc-standard-chartered-hong-kong-stablecoin?utm_source=rss&utm_medium=rss,2026-03-13 08:03:32+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.1,0.85,0.5,0.0,0.0
cryptonews,AAVE Crypto Swap Costs Nearly $50M Lost: ETH MEV Pocketed $9.9M,https://cryptonews.com/news/crypto-whale-loses-50-million-usdt-for-aave-crypto/,2026-03-13 07:11:33+00:00,ETH-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.85,0.5,0.0,0.0
theblock,BlackRock’s staked Ethereum ETF records over $15.5 million volume on first day,https://www.theblock.co/post/393497/blackrock-staked-ethereum-etf-first-day?utm_source=rss&utm_medium=rss,2026-03-13 07:09:15+00:00,ETH-USD,Regulatory,2,0,0,2,0,Medium,Neutral,,,etf,,Regulatory has the highest score with a clear margin.,1.1,0.85,0.75,1.4025,0.0
decrypt,"CFTC Moves to Rein In Prediction Markets With Guidance, Rulemaking Review",https://decrypt.co/360974/cftc-rein-in-prediction-markets-guidance-rulemaking-review,2026-03-13 06:15:07+00:00,MARKET,Regulatory,3,0,0,3,0,Medium,Neutral,,,cftc,,Regulatory has the highest score with a clear margin.,1.0,0.85,0.75,1.9125,0.0
decrypt,Adobe CEO Narayen Plans Exit as Tech Firms Restructure Around AI,https://decrypt.co/360972/adobe-ceo-narayen-plans-exit-tech-firms-restructure-ai,2026-03-13 04:46:20+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.85,0.5,0.0,0.0
theblock,Senate leader says Clarity Act unlikely to advance before April: report,https://www.theblock.co/post/393492/clarity-act-unlikely-before-april?utm_source=rss&utm_medium=rss,2026-03-13 04:40:58+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.1,0.85,0.5,0.0,0.0
decrypt,Why Bitcoin's Price Is at a Weekly High Despite Middle East Tensions,https://decrypt.co/360969/bitcoin-weekly-hig-middle-east-tensions-lift-oil-pressure-equities,2026-03-13 03:43:48+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.85,0.5,0.0,0.0
theblock,SEC working on ‘narrower’ exemption for tokenized securities: Hester Peirce,https://www.theblock.co/post/393487/sec-narrower-exemption-tokenized-securities?utm_source=rss&utm_medium=rss,2026-03-13 03:08:19+00:00,MARKET,Regulatory,3,0,0,3,0,Medium,Neutral,,,sec,,Regulatory has the highest score with a clear margin.,1.1,0.85,0.75,2.1038,0.0
decrypt,White House Calls for Retraction of ABC Report Over Iran Drone Threat,https://decrypt.co/360966/white-house-retraction-abc-report-iran-drone-threat,2026-03-13 02:04:57+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.85,0.5,0.0,0.0
cryptonews,Solana Price Prediction: Mastercard Just Picked Solana for a Global Crypto Program — Is SOL About to Explode?,https://cryptonews.com/news/solana-price-prediction-mastercard-just-picked-solana-for-a-global-crypto-program-is-sol-about-to-explode/,2026-03-13 02:00:00+00:00,SOL-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.85,0.5,0.0,0.0
cryptonews,Ethereum Price Prediction: Vitalik Just Revealed the 3 Rules That Could Change ETH Forever,https://cryptonews.com/news/ethereum-price-prediction-vitalik-just-revealed-the-3-rules-that-could-change-eth-forever/,2026-03-13 01:00:00+00:00,ETH-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.85,0.5,0.0,0.0
bitcoin_magazine,"Strategy (MSTR) Bought Over 4,000 Bitcoin Today via STRC As Strong Week Continues",https://bitcoinmagazine.com/news/strategy-mstr-bought-over-4000-bitcoin,2026-03-12 23:00:15+00:00,BTC-USD,Neutral,1,1,0,0,0,Low,Positive,strong,,,,"Top scores are too close: Bullish=1, Bearish=0.",0.95,0.7,0.5,0.3325,0.3325
decrypt,"Crypto Trader Loses Nearly $50M in Aave Trade, Protocol Offers $600K Fee Refund",https://decrypt.co/360961/crypto-trader-loses-nearly-50m-aave-trade-600k-fee-refund,2026-03-12 22:49:05+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
cryptonews,"Crypto Price Prediction Today 12 March – XRP, Bitcoin, Ethereum",https://cryptonews.com/news/crypto-price-prediction-today-12-march-xrp-bitcoin-ethereum/,2026-03-12 22:35:00+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.7,0.5,0.0,0.0
cryptonews,"New ChatGPT Predicts the Price of XRP, Solana and Shiba Inu by The End of 2026",https://cryptonews.com/news/new-chatgpt-predicts-the-price-of-xrp-solana-and-shiba-inu-by-the-end-of-2026/,2026-03-12 22:30:00+00:00,SOL-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.7,0.5,0.0,0.0
cryptonews,VanEck Says Bitcoin Miners Are ‘Sitting on a Gold Mine’ as AI Demand Surges,https://cryptonews.com/news/vaneck-bitcoin-miners-gold-mine-ai-demand/,2026-03-12 22:15:00+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.7,0.5,0.0,0.0
decrypt,Google's New AI Tool Predicts Flash Floods Up to 24 Hours in Advance,https://decrypt.co/360946/google-gemini-groundsource-flash-flood-prediction-24-hours,2026-03-12 22:09:01+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
cryptonews,"Bitcoin Price Prediction: Elon Musk’s X Money Could Beat Bitcoin, Claims Famous Analyst",https://cryptonews.com/news/bitcoin-price-prediction-elon-musks-x-money-could-beat-bitcoin-claims-famous-analyst/,2026-03-12 21:29:26+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.7,0.5,0.0,0.0
decrypt,President Trump Is Hosting Another Exclusive Event for Meme Coin Holders,https://decrypt.co/360954/president-trump-hosting-another-exclusive-event-meme-coin-holders,2026-03-12 20:49:01+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
bitcoin_magazine,David Bailey Confirmed As A Bitcoin 2026 Speaker,https://bitcoinmagazine.com/conference/david-bailey-confirmed-as-a-bitcoin-2026-speaker,2026-03-12 20:25:02+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.7,0.5,0.0,0.0
decrypt,"Bitcoin Quantum Threat Is Real But Not Imminent, Says Cathie Wood's Ark Invest",https://decrypt.co/360945/bitcoin-quantum-threat-real-not-imminent-cathie-wood-ark-invest,2026-03-12 20:16:02+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
bitcoin_magazine,Policy Group Calls for Bitcoin Inclusion in Proposed Crypto Tax Exemption,https://bitcoinmagazine.com/news/policy-group-calls-for-bitcoin-inclusion,2026-03-12 18:47:40+00:00,BTC-USD,Regulatory,2,0,0,2,0,Medium,Neutral,,,policy,,Regulatory has the highest score with a clear margin.,0.95,0.7,0.75,0.9975,0.0
decrypt,Nvidia Drops Nemotron 3 Super Amid $26 Billion Open-Model AI Bet—America's Answer to Qwen?,https://decrypt.co/360929/nvidia-drops-nemotron-3-super-26-billion-open-model-ai-bet,2026-03-12 18:46:02+00:00,MARKET,Bearish,2,0,2,0,0,Medium,Negative,,drops,,,Bearish has the highest score with a clear margin.,1.0,0.7,0.75,1.05,-1.05
decrypt,"Optimism Team Lays Off 20 Employees Amid Ethereum Scaling Shifts, Base Migration Plans",https://decrypt.co/360921/optimism-layoffs-amid-ethereum-scaling-shifts-base-migration,2026-03-12 18:21:21+00:00,ETH-USD,Bullish,2,2,0,0,0,Medium,Positive,scaling,,,,Bullish has the highest score with a clear margin.,1.0,0.7,0.75,1.05,1.05
decrypt,"Authorities Freeze $3.5M in Crypto as Europol, DOJ Disrupt ‘SocksEscort’ Proxy Network",https://decrypt.co/360923/authorities-freeze-3-5m-in-crypto-as-europol-doj-disrupt-socksescort-proxy-network,2026-03-12 18:04:29+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,Stablecoins Have ‘Increasing Relevance’ in Illicit Amazon Gold Trade: GI-TOC,https://decrypt.co/360887/stablecoins-have-increasing-relevance-in-illicit-amazon-gold-trade-gi-toc,2026-03-12 18:01:02+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,Bitcoin Is Rising While Bonds and Stocks Struggle—Here's Why,https://decrypt.co/360888/bitcoin-rising-bonds-stocks-struggle-why-coinshares,2026-03-12 17:57:09+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
bitcoin_magazine,"Paraguay Adopts Stricter Crypto Oversight, Mandates Detailed Transaction on Bitcoin Reporting",https://bitcoinmagazine.com/news/paraguay-adopts-stricter-crypto-oversight,2026-03-12 17:56:36+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.7,0.5,0.0,0.0
decrypt,JPMorgan Sued for Allegedly Enabling $328 Million Crypto 'Ponzi Scheme',https://decrypt.co/360908/jpmorgan-sued-328-million-crypto-ponzi-scheme,2026-03-12 17:17:30+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
bitcoin_magazine,Corporate Bitcoin Holdings Hit Record High as Institutions Accumulate 2.8x Mining Supply: Report,https://bitcoinmagazine.com/news/corporate-bitcoin-holdings-hit-record-high,2026-03-12 17:06:50+00:00,BTC-USD,Bullish,2,2,0,0,0,Medium,Positive,record,,,,Bullish has the highest score with a clear margin.,0.95,0.7,0.75,0.9975,0.9975
decrypt,How Alkimi is Fixing the ‘Opaque’ Online Advertising Model With AdFi,https://decrypt.co/360864/how-alkimi-is-fixing-the-opaque-online-advertising-model-with-adfi,2026-03-12 17:00:09+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,Senate Overwhelmingly Passes CBDC Ban Attached to Bipartisan Housing Bill,https://decrypt.co/360905/senate-overwhelmingly-passes-cbdc-ban-bipartisan-housing-bill,2026-03-12 16:59:38+00:00,MARKET,Regulatory,4,0,0,4,0,Medium,Neutral,,,ban,,Regulatory has the highest score with a clear margin.,1.0,0.7,0.75,2.1,0.0
decrypt,BitMine's Tom Lee Joins Eightco Board as ORBS Stock Jumps on $125 Million Fundraise,https://decrypt.co/360894/bitmines-tom-lee-joins-eightco-board-stock-jumps-125m-fundraise,2026-03-12 16:38:04+00:00,MARKET,Bullish,2,2,0,0,0,Medium,Positive,jumps,,,,Bullish has the highest score with a clear margin.,1.0,0.7,0.75,1.05,1.05
bitcoin_magazine,3rd Bitcoin Golf Championship Lands at Bali Hai Golf Club Before Bitcoin 2026 Vegas Conference,https://bitcoinmagazine.com/industry-events/3rd-bitcoin-golf-championship-lands-at-bali-hai-golf-club-before-bitcoin-2026-conference,2026-03-12 14:29:00+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.7,0.5,0.0,0.0
bitcoin_magazine,Binance: U.S. Midterms Historically Followed by Strong Bitcoin Gains,https://bitcoinmagazine.com/news/binance-u-s-midterms-bitcoin-gains,2026-03-12 14:19:18+00:00,BTC-USD,Bullish,3,3,0,0,0,Medium,Positive,"strong, gains",,,,Bullish has the highest score with a clear margin.,0.95,0.7,0.75,1.4962,1.4962
decrypt,Tether Backs Ark Labs’ $5.2 Million Bet on Bitcoin’s Stablecoin Revival,https://decrypt.co/360773/tether-backs-ark-labs-bet-on-bitcoins-stablecoin-revival,2026-03-12 13:01:17+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,MoonPay X Games League Athletes Will Be Offered Exodus Stablecoin Bonus,https://decrypt.co/360762/moonpay-offers-stablecoin-bonuses-athletes-x-games-league-push,2026-03-12 13:01:07+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,New BlackRock Staked Ethereum Fund to Pay 82% of Rewards to Investors,https://decrypt.co/360756/new-blackrock-staked-ethereum-fund,2026-03-12 13:00:51+00:00,ETH-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,Singapore Jails Man Over $6.9M SafeX Crypto Theft Case,https://decrypt.co/360861/singapore-jails-man-over-6-9m-safex-crypto-theft-case,2026-03-12 12:27:19+00:00,MARKET,Security,5,0,0,0,5,High,Negative,,,,theft,Security-related keywords strongly dominate the headline.,1.0,0.7,1.0,3.5,-3.5
decrypt,"Morning Minute: Ripple Buybacks, Across Explores Token-to-Equity Swaps",https://decrypt.co/360856/morning-minute-ripple-buy-backs-across-explores-token-to-equity-swaps,2026-03-12 12:05:44+00:00,XRP-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,Bitcoin Recovers Above $70K as Tanker Attacks Push Oil Back Over $100,https://decrypt.co/360845/bitcoin-recovers-above-70k-as-tanker-attacks-push-oil-back-over-100,2026-03-12 11:54:30+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
